WORK_ORDER_NO,MAIN_BARCODE,MARKED_BARCODE,MARKING_DT,EQUIPMENT_CD,ARRAY_NO
01163RD1C,00116324000A200000021,1.16325E+18,2.02603E+13,EQP01,1
01163RD1C,00116324000A200000021,1.26325E+18,2.02603E+13,EQP01,2
01163RD1C,00116324000A200000021,1.16325E+18,2.02603E+13,EQP01,1
01163RD1C,00116324000A200000021,1.26325E+18,2.02603E+13,EQP01,2
